164,	-52,11605635	54,47782941	75,63822694
59,25932072	52,62462293	-259,7442084	389,8602648
691,3157872	-26,38243538	214,2981415	-558,2244350
-342,4481703	11,90511860	-130,2898444	475,5395225
690,7139168	-4,238039012	63,42804695	-299,3320428
405,0793592	-1,952962551	29,15190004	-127,9513082
-675,5366226	3,049889216	-60,89943178	412,3566826
1484,157229	-3,246594314	71,32672237	-513,2263964
-1681,580938	2,936488041	-77,06725417	673,9254159
1552,150718	-1,499357851	42,70058492	-403,9851359
991,8495049	-,9390566380	25,89154853	-235,8947720
-3260,217720	2,255584403	-79,53160581	923,7599258
2509,341650	-1,083280973	40,66754773	-518,6299168
-40,98091038	,7753949090e-1	-4,604450377	69,90605866
-4693,662086	1,773123010	-75,81895817	1066,909168
28864,48449	-8,170031530	371,6229961	-5644,720147
-45179,04940	9,907003111	-496,0746667	8238,442458
15570,11711	-2,457980914	134,5395186	-2481,998692
25001,03580	-4,075079454	221,8628398	-4053,818473
-63023,10517	8,758298730	-509,6397167	9844,730100
30708,20839	-2,958115465	193,3451350	-4214,966934
58192,27631	-5,925836868	380,3115834	-8141,262350
-86485,29204	7,661462939	-516,4502038	11587,49697
137162,1487	-10,72001489	751,8717660	-17583,90834
-511717,2166	36,21859661	-2627,708261	63526,01232
1134735,411	-69,15437154	5275,264349	-134048,3029
-1388356,706	74,39888954	-5921,890014	157077,7105
1403481,513	-67,44118662	5567,156154	-153126,5360
-1467994,707	63,36585692	-5420,635503	154531,6304
1443761,615	-56,02224108	4966,129023	-146684,5409
-1087362,793	37,72310739	-3470,952339	106427,9000
568817,0837	-17,87018847	1699,224176	-53847,57200
-369259,8128	10,75764650	-1049,047982	34097,13705
-444079,0641	12,83960246	-1255,161622	40898,88716
