87,	-66,15818471	121,5898054	24,56837930
-9,769497417	30,61131271	-168,7186868	314,8768715
285,4175334	-6,287066135	52,67158624	-127,9036746
74,16904825	1,536951831	-17,74457547	83,34481050
99,62140162	1,139258810	-12,97225921	64,25554547
503,7771368	-2,093987071	35,52642901	-178,2378956
-215,6489972	1,236689475	-24,42574882	181,4751713
501,0358866	-,8527708277	19,45291753	-125,6754931
-536,8724213	1,174393836	-29,19903440	263,5401223
2393,123178	-2,844804517	79,31932113	-713,1250774
-2656,505570	2,204824231	-72,16954131	801,7635470
2906,164877	-1,974492408	65,74790778	-715,3283930
-6887,513256	3,693145401	-138,2870533	1733,091140
7373,729148	-2,798089194	114,8710959	-1557,964799
3813,936382	-1,500788624	60,38447191	-795,1520638
-10705,42267	2,801243689	-133,2069821	2108,719747
-8635,182131	2,295813869	-108,9463508	1720,549646
32045,99581	-5,984499165	313,3496139	-5458,481755
-47424,81337	7,642182792	-422,4912117	7786,653107
57013,16570	-7,584232001	445,4144315	-8703,554114
-41218,65202	4,694745214	-291,3242014	6031,218544
-5198,047459	,8052511459	-46,28607516	885,4178924
162199,1706	-14,91574980	991,2999871	-21941,47548
-236555,9777	17,85774804	-1270,071364	30070,06560
307736,2420	-21,51524238	1564,783947	-37966,46185
-594114,7557	36,20322147	-2764,100842	70255,65787
609856,4473	-32,29764351	2578,966627	-68664,09632
-517684,1309	24,98735258	-2061,118057	56618,19014
571993,8181	-24,65176682	2108,567972	-60133,01869
-605299,3440	23,61971468	-2091,050918	61655,92912
486764,4335	-16,82709190	1549,161674	-47550,44863
-422330,1201	13,68865291	-1288,802593	40426,44366
941348,6260	-27,92751976	2706,349983	-87418,43879
-2219272,642	60,02142612	-6000,595658	199910,7674
